id,acl_sentence,claim,annotation,user,cross_annotations,cross_users
7963,2280,L.A. Reid was a television music competition judge.,,,,
7964,2280,L.A. Reid served as chairman and CEO of Epic Records.,,,,
7966,2280,L.A. Reid was president and CEO of Arista Records.,,,,
7967,2280,L.A. Reid was chairman and CEO of the Island Def Jam Music Group.,,,,
7968,2280,L.A. Reid founded Hitco Music Publishing.,,,,
7969,2280,L.A. Reid was CEO of Hitco Music Publishing.,,,,
7970,2280,L.A. Reid co-founded LaFace Records.,,,,
7971,2039,Atomic Blonde is a film released in 2017.,,,,
7972,2039,Atomic Blonde is an American action spy thriller film.,,,,
7975,2039,Atomic Blonde is based on the graphic novel The Coldest City.,,,,
7977,2039,Antony Johnston and Sam Hart created The Coldest City.,,,,
7978,2039,Atomic Blonde's plot involves a spy finding a list of double agents.,,,,
7979,2039,Charlize Theron starred in Atomic Blonde.,,,,
7980,2039,James McAvoy starred in Atomic Blonde.,,,,
7981,2039,John Goodman starred in Atomic Blonde.,,,,
7982,2039,Til Schweiger starred in Atomic Blonde.,,,,
7983,2039,Eddie Marsan starred in Atomic Blonde.,,,,
7984,2039,Sofia Boutella starred in Atomic Blonde.,,,,
7985,2039,Toby Jones starred in Atomic Blonde.,,,,
7986,4120,R. Kelly released a solo album called 12 Play in 1993.,,,,
7987,4120,R. Kelly is known for the single 'Bump N' Grind'.,,,,
7988,4120,R. Kelly is known for the single 'Your Body's Callin''.,,,,
7989,4120,R. Kelly is known for the single 'I Believe I Can Fly'.,,,,
7990,4120,R. Kelly is known for the single 'Gotham City'.,,,,
7991,4120,R. Kelly is known for the single 'Ignition (Remix)'.,,,,
7992,4120,R. Kelly is known for the single 'If I Could Turn Back the Hands of Time'.,,,,
7993,4120,R. Kelly is known for the single 'The World's Greatest'.,,,,
7994,4120,R. Kelly is known for the single 'I'm a Flirt (Remix)'.,,,,
7995,4120,R. Kelly created the hip-hopera 'Trapped in the Closet'.,,,,
7996,4120,R. Kelly won three Grammy Awards for 'I Believe I Can Fly' in 1998.,,,,
7997,2767,Seth Rogen co-wrote the film Superbad.,,,,
7998,2767,Seth Rogen co-wrote the film Pineapple Express.,,,,
7999,2767,Seth Rogen co-wrote the film The Green Hornet.,,,,
8000,2767,Seth Rogen co-wrote the film This Is the End.,,,,
8001,2767,Seth Rogen co-directed the film This Is the End.,,,,
8002,2767,Seth Rogen co-directed the film The Interview.,,,,
8003,2767,Seth Rogen starred in the film Superbad.,,,,
8004,2767,Seth Rogen starred in the film Pineapple Express.,,,,
8005,2767,Seth Rogen starred in the film The Green Hornet.,,,,
8006,2767,Seth Rogen starred in the film This Is the End.,,,,
8007,2767,Seth Rogen starred in the film The Interview.,,,,
8008,2767,Seth Rogen has done voice work for the film Horton Hears a Who!.,,,,
8009,2767,Seth Rogen has done voice work for the Kung Fu Panda film series.,,,,
8010,2767,Seth Rogen has done voice work for The Spiderwick Chronicles.,,,,
8011,2767,Seth Rogen has done voice work for Monsters vs. Aliens.,,,,
8012,2767,Seth Rogen has done voice work for the film Paul.,,,,
8013,2767,Seth Rogen has done voice work for Sausage Party.,,,,
8014,3362,James A. Woods trained at the Lee Strasberg Theatre and Film Institute.,,,,
8015,3362,James A. Woods is an actor.,,,,
8016,3362,James A. Woods returned to Montreal to pursue acting.,,,,
8017,3362,James A. Woods starred in Hatley High.,,,,
8018,3362,Hatley High was distributed in Canada by Seville Films.,,,,
8019,3362,Hatley High won Best Director at The Comedy Festival.,,,,
8020,3362,Hatley High won Best Screenplay at The Comedy Festival.,,,,
8021,3362,James A. Woods' film credits include Eternal.,,,,
8022,3362,Eternal was released by TVA Films.,,,,
8023,3362,James A. Woods appeared in the film Levity.,,,,
8024,3362,Levity was directed by Ed Solomon.,,,,
8025,6134,Magic Johnson is a retired professional basketball player.,,,,
8026,6134,"Magic Johnson was born on August 14, 1959.",,,,
8027,6134,Magic Johnson is the current president of basketball operations for the Los Angeles Lakers.,,,,
8028,6134,Magic Johnson played in the NBA.,,,,
8029,6134,Magic Johnson played for the Los Angeles Lakers for 13 seasons.,,,,
8030,6134,Magic Johnson played as a point guard.,,,,
8031,6134,Magic Johnson won championships in high school.,,,,
8032,6134,Magic Johnson won a championship in college.,,,,
8033,6134,Magic Johnson was selected first overall in the 1979 NBA draft.,,,,
8034,1927,Methadone may be used to treat heroin addiction.,,,,
8035,1927,Naltrexone may be used to treat heroin addiction.,,,,
8036,1927,Naloxone may be used to treat a heroin overdose.,,,,
8037,1927,An estimated 17 million people used opiates such as heroin as of 2015.,,,,
8038,1927,"Opiates and opioids resulted in 122,000 deaths in 2015.",,,,
8040,2444,Dolly Parton has received at least one nomination from the Grammy Awards.,,,,
8041,2444,Dolly Parton has received at least one nomination from the Tony Awards.,,,,
8042,2444,Dolly Parton has received at least one nomination from the Emmy Awards.,,,,
8043,2444,Dolly Parton is an actress.,,,,
8044,2444,Dolly Parton starred in the film 9 to 5.,,,,
8045,2444,Dolly Parton starred in the film The Best Little Whorehouse in Texas.,,,,
8048,2152,Elizabeth Banks had recurring roles on Scrubs.,,,,
8049,2152,Elizabeth Banks had recurring roles on Modern Family.,,,,
8050,2152,Elizabeth Banks was nominated for a Primetime Emmy Award.,,,,
8051,2152,Elizabeth Banks reprised her role as Lindsay in Wet Hot American Summer: First Day of Camp.,,,,
8052,2152,Elizabeth Banks appeared in a Netflix miniseries.,,,,
8053,2152,Box Office Mojo ranked Elizabeth Banks as the 32nd-highest grossing actor of all time.,,,,
8054,2152,Box Office Mojo ranked Elizabeth Banks as the sixth-highest grossing female actor.,,,,
8057,2029,Skopje was part of the Kosovo Vilayet of the Ottoman Empire when Mother Teresa was born.,3311,358,"3311,3301,3311","358,353,356"
8058,2029,Mother Teresa lived in Macedonia for eighteen years.,3311,358,"3311,3311,3311","358,353,356"
8059,2029,Mother Teresa moved to Ireland after living in Macedonia.,3311,358,"3311,3311,3311","358,353,356"
8060,2029,Mother Teresa then moved to India from Ireland.,3311,358,"3311,3301,3301","358,353,356"
8062,2029,Mother Teresa founded the Missionaries of Charity in 1950.,3311,358,"3311,3311,3311","358,353,356"
8063,2029,The Missionaries of Charity is a Roman Catholic religious congregation.,3311,358,"3311,3311,3311","358,353,356"
8064,2029,"The Missionaries of Charity had over 4,500 sisters in 2012.",3311,358,"3311,3311,3311","358,353,356"
8067,3759,"The Pennsylvania Chronicle and Universal Advertiser was published in Philadelphia, Pennsylvania.",3311,356,3311,356
8068,3759,The Pennsylvania Chronicle and Universal Advertiser existed prior to the American Revolution.,3311,356,3311,356
8070,3759,Joseph Galloway was a business partner in founding The Pennsylvania Chronicle and Universal Advertiser.,3311,356,3311,356
8071,3759,Thomas Wharton was a business partner in founding The Pennsylvania Chronicle and Universal Advertiser.,3311,356,3311,356
8072,3759,Benjamin Franklin was an associate of Joseph Galloway.,3311,356,3311,356
8073,3759,Benjamin Franklin was a partner with The Pennsylvania Chronicle and Universal Advertiser.,1311,356,1311,356
8077,6226,Joe Biden became the sixth-youngest senator in U.S. history.,,,,
8078,6226,Joe Biden was re-elected to the Senate six times.,,,,
8079,6226,Joe Biden was the fourth most senior senator at the time of his resignation.,,,,
8080,6226,Joe Biden resigned from the Senate to assume the Vice Presidency in 2009.,,,,
8081,6178,"""Beautiful"" is a song by Christina Aguilera.",,,,
8082,6178,"""Beautiful"" was not number one due to ""Bump, Bump, Bump"" by B2K featuring P. Diddy.",,,,
8083,6178,"The LGBT community has embraced ""Beautiful"" as an anthem.",,,,
8084,6178,"""Beautiful"" conveys a message of self-empowerment.",,,,
8085,6178,"""Beautiful"" conveys a message of inner beauty.",,,,
8086,6178,"Jonas Åkerlund directed the music video for ""Beautiful"".",,,,
8087,6178,"Christina Aguilera received a GLAAD Media Award for the ""Beautiful"" music video.",,,,
8088,6178,"The ""Beautiful"" music video portrays gay and transgender people positively.",,,,
8090,5801,Andre Agassi was part of the winning Davis Cup teams in 1990.,3211,360,3211,360
8091,5801,Andre Agassi was part of the winning Davis Cup teams in 1992.,3311,360,3311,360
8092,5801,Andre Agassi was part of the winning Davis Cup teams in 1995.,3311,360,3311,360
8093,5801,Andre Agassi first reached the World No. 1 ranking in 1995.,3311,360,3311,360
8094,5801,Andre Agassi's ranking sank to World No. 141 in 1997.,3311,360,3311,360
8095,5801,Andre Agassi returned to World No. 1 in 1999.,3301,360,3301,360
8096,5801,Andre Agassi had the most successful run of his career from 1999 to 2003.,3311,360,3311,360
8097,4213,"Seth Rogen moved to Portland, Oregon for his role in Freaks and Geeks.",,,,
8098,4213,Freaks and Geeks was cancelled after one season.,,,,
8099,4213,Freaks and Geeks had low viewership.,,,,
8100,4213,Seth Rogen was cast in the sitcom Undeclared.,,,,
8101,4213,Seth Rogen was hired as a staff writer for Undeclared.,,,,
8102,4213,Seth Rogen was a staff writer on the final season of Da Ali G Show.,,,,
8103,4213,Seth Rogen received an Emmy Award nomination for his writing on Da Ali G Show.,,,,
8105,3414,Linkin Park released an album titled Meteora in 2003.,,,,
8106,3414,Linkin Park released an album titled Minutes to Midnight in 2007.,,,,
8107,3414,Linkin Park released an album titled A Thousand Suns in 2010.,,,,
8108,3414,Linkin Park released an album titled Living Things in 2012.,,,,
8109,3414,Linkin Park released an album titled The Hunting Party in 2014.,,,,
8110,3414,Chester Bennington formed a band called Dead by Sunrise in 2005.,,,,
8111,3414,"Dead by Sunrise released an album titled Out of Ashes on October 13, 2009.",,,,
8112,6453,"Bungie, Inc. is a video game developer.",,,,
8113,6453,"Bungie, Inc. is located in Bellevue, Washington, United States.",,,,
8114,6453,Bungie was established in May 1991.,,,,
8115,6453,Bungie was originally named Bungie Software Products Corporation.,,,,
8116,6453,Alex Seropian founded Bungie.,,,,
8117,6453,Alex Seropian was an undergraduate student at the University of Chicago.,,,,
8118,6453,Jason Jones is a programmer.,,,,
8119,6453,Alex Seropian published Jason Jones' game Minotaur: The Labyrinths of Crete.,,,,
8120,6453,Jason Jones joined Bungie after Alex Seropian published his game.,,,,
8121,5954,"As of 2013, Avril Lavigne's music has sold nearly 7 million copies in the United States.",,,,
8122,5954,"As of 2013, Avril Lavigne's music has sold over 20 million copies worldwide.",,,,
8123,5954,Avril Lavigne's single 'Complicated' peaked at number 1 in many countries.,,,,
8124,5954,Avril Lavigne's album 'Let Go' peaked at number 1 in many countries.,,,,
8125,5954,Avril Lavigne released her second studio album 'Under My Skin' in May 2004.,,,,
8126,5954,Avril Lavigne's album 'Under My Skin' peaked at number 1 on the US Billboard 200.,,,,
8127,5954,Avril Lavigne's album 'Under My Skin' sold more than 12 million copies worldwide.,,,,
8128,923,Nolan filmed some sequences of The Dark Knight using IMAX 70 mm film cameras.,,,,
8129,923,The Dark Knight features the Joker's first appearance.,,,,
8130,923,The Dark Knight is dedicated to the memory of Ledger.,,,,
8132,923,Ledger died some months after completing filming for The Dark Knight.,,,,
8133,923,Ledger died six months before the release of The Dark Knight.,,,,
8134,923,Ledger's death was due to a toxic combination of prescription drugs.,,,,
8135,923,Ledger's death resulted in intense attention from the press.,,,,
8136,923,Ledger's death resulted in intense attention from the movie-going public.,,,,
8138,923,The Dark Knight's marketing campaign included promotional websites.,,,,
8139,923,The Dark Knight's marketing campaign included trailers.,,,,
8140,923,The Dark Knight's trailers highlighted screenshots of Ledger as the Joker.,,,,
8141,5557,Mithun Chakraborty is known as a 'dancing-hero' in Bollywood.,,,,
8142,5557,Mithun Chakraborty's dancing style is a fusion of 'Disco and Desi'.,,,,
8143,5557,Mithun Chakraborty's dancing is popular among the masses.,,,,
8144,5557,Mithun Chakraborty played the role of Jimmy in the movie Disco Dancer.,,,,
8145,5557,Disco Dancer was a superhit in India.,,,,
8146,5557,Disco Dancer was popular in many countries.,,,,
8147,5557,Disco Dancer was especially popular in Russia.,,,,
8148,5557,Mithun Chakraborty is one of the most popular Indian actors in Russia.,,,,
8149,5557,Raj Kapoor is one of the most popular Indian actors in Russia.,,,,
8151,2806,Osamu Tezuka is known as 'the father of manga'.,,,,
8152,2806,Osamu Tezuka is referred to as 'the godfather of manga'.,,,,
8153,2806,Osamu Tezuka is called 'the god of manga'.,,,,
8155,2806,Walt Disney was a major inspiration for Osamu Tezuka.,,,,
8156,2806,Osamu Tezuka was born in Toyonaka.,,,,
8157,2806,Osamu Tezuka had an interest in art and animation from an early age.,,,,
8158,2806,Osamu Tezuka's father showed him his first Disney films.,,,,
8159,5494,Marilyn Monroe signed a contract with Fox in 1951.,,,,
8160,5494,Marilyn Monroe became a popular actress over the next two years after signing with Fox.,,,,
8161,5494,Marilyn Monroe played roles in several comedies.,,,,
8162,5494,Marilyn Monroe starred in 'As Young as You Feel'.,,,,
8163,5494,Marilyn Monroe starred in 'Monkey Business'.,,,,
8164,5494,Marilyn Monroe played roles in dramas.,,,,
8165,5494,Marilyn Monroe starred in 'Clash by Night'.,,,,
8166,5494,Marilyn Monroe starred in 'Don't Bother to Knock'.,,,,
8167,5494,Marilyn Monroe was involved in a scandal for posing for nude photos.,,,,
8168,5494,Marilyn Monroe posed for nude photos before becoming a star.,,,,
8169,5494,The scandal about Marilyn Monroe's nude photos resulted in increased interest in her films.,,,,
8170,6436,Anne Bancroft was respected for her acting prowess and versatility.,,,,
8171,6436,"Anne Bancroft worked in film, theatre, and television.",,,,
8175,6436,Anne Bancroft won two Tony Awards.,,,,
8176,6436,Anne Bancroft won two Emmy Awards.,,,,
8177,6436,Anne Bancroft made her film debut in 'Do n't Bother to Knock' in 1952.,,,,
8178,6436,Anne Bancroft played supporting roles in films during the 1950s.,,,,
8179,6436,Anne Bancroft won an Academy Award for Best Actress for 'The Miracle Worker'.,,,,
8180,6436,Anne Bancroft played the teacher of Helen Keller in 'The Miracle Worker'.,,,,
8181,6436,Anne Bancroft reprised her role from 'The Miracle Worker' Broadway stage play in the film.,,,,
8184,5825,The Sovereign Base Areas of Akrotiri and Dhekelia share borders with the Turkish Republic of Northern Cyprus.,,,,
8185,5825,The Sovereign Base Areas of Akrotiri and Dhekelia share borders with the UN buffer zone separating the two Cypriot polities.,,,,
8186,5825,The United Kingdom is surrounded by the Atlantic Ocean.,,,,
8189,5825,The Celtic Sea is to the south-south-west of the United Kingdom.,,,,
8190,5825,The United Kingdom has the 12th-longest coastline in the world.,,,,
8192,4598,Eat Pray Love is a film released in 2010.,,,,
8193,4598,Eat Pray Love is an American film.,,,,
8194,4598,Eat Pray Love is a biographical film.,,,,
8195,4598,Eat Pray Love is a romantic comedy-drama film.,,,,
8197,4598,Eat Pray Love is based on a memoir.,,,,
8198,4598,Eat Pray Love's source memoir was written by Elizabeth Gilbert.,,,,
8199,4598,Eat Pray Love's source memoir is a best-seller.,,,,
8200,4598,Ryan Murphy co-wrote Eat Pray Love.,,,,
8201,4598,Ryan Murphy directed Eat Pray Love.,,,,
8202,4598,"Eat Pray Love opened in the United States on August 13, 2010.",,,,
8203,2510,Teresa received the 1962 Ramon Magsaysay Peace Prize.,,,,
8204,2510,Teresa received the 1979 Nobel Peace Prize.,,,,
8205,2510,Teresa was canonised on 4 September 2016.,,,,
8206,2510,"Teresa's feast day is on the anniversary of her death, 5 September.",,,,
8207,2510,Teresa was a controversial figure during her life and after her death.,,,,
8208,2510,Teresa was admired for her charitable work.,,,,
8209,4052,Gone with the Wind's casting was widely praised.,,,,
8210,4052,Vivien Leigh was found especially suited to her role as Scarlett in Gone with the Wind.,,,,
8211,4052,Gone with the Wind received ten Academy Awards.,,,,
8212,4052,Gone with the Wind received eight competitive Academy Awards.,,,,
8213,4052,Gone with the Wind received two honorary Academy Awards.,,,,
8214,4052,Gone with the Wind had thirteen Academy Award nominations.,,,,
8215,4052,Gone with the Wind won the Best Picture Academy Award.,,,,
8216,4052,Victor Fleming won the Best Director Academy Award for Gone with the Wind.,,,,
8217,4052,Sidney Howard posthumously won the Best Adapted Screenplay Academy Award for Gone with the Wind.,,,,
8218,4052,Vivien Leigh won the Best Actress Academy Award for Gone with the Wind.,,,,
8219,4052,Hattie McDaniel became the first African-American to win an Academy Award.,,,,
8220,4052,Hattie McDaniel won the Best Supporting Actress Academy Award for Gone with the Wind.,,,,
8221,4052,Gone with the Wind set records for the total number of Academy Award wins at the time.,,,,
8222,4052,Gone with the Wind set records for the total number of Academy Award nominations at the time.,,,,
8223,4358,Psychological horror is a subgenre of horror.,,,,
8224,4358,Psychological horror is a subgenre of psychological fiction.,,,,
8225,4358,Psychological horror relies on characters' mental status to frighten.,,,,
8226,4358,Psychological horror relies on characters' emotional status to unsettle.,,,,
8227,4358,Psychological horror relies on characters' psychological status to disturb.,,,,
8228,4358,Psychological horror often overlaps with psychological thriller.,,,,
8229,4358,Psychological horror frequently uses mystery elements.,,,,
8230,4358,Psychological horror often features characters with unstable psychological states.,,,,
8231,4358,Psychological horror often features characters with unreliable psychological states.,,,,
8232,4358,Psychological horror often features characters with disturbed psychological states.,,,,
8233,4358,Psychological horror aims to create an unpleasant atmosphere.,,,,
8234,4358,Psychological horror aims to create an unsettling atmosphere.,,,,
8235,4358,Psychological horror aims to create a distressing atmosphere.,,,,
8237,5485,Diego Costa declared his desire to represent Spain.,,,,
8239,5485,Diego Costa made his debut for Spain in March 2014.,,,,
8240,5485,Diego Costa represented Spain at the 2014 FIFA World Cup.,,,,
8242,3212,Benedict Cumberbatch has received five Screen Actors Guild Award nominations.,,,,
8243,3212,Benedict Cumberbatch has received two Golden Globe Award nominations.,,,,
8244,3212,Benedict Cumberbatch was included in the Time 100 by Time magazine in 2014.,,,,
8245,3212,Benedict Cumberbatch was named one of the 'Most Influential People in the World' by Time magazine.,,,,
8246,3212,Benedict Cumberbatch was appointed a CBE by Queen Elizabeth II in June 2015.,,,,
8247,3212,Benedict Cumberbatch was honored for his services to the performing arts.,,,,
8248,3212,Benedict Cumberbatch was honored for his services to charity.,,,,
8249,6494,Got a Girl is an American musical duo.,,,,
8250,6494,Got a Girl was formed in 2012.,,,,
8251,6494,Mary Elizabeth Winstead is a member of Got a Girl.,,,,
8252,6494,Dan the Automator is a member of Got a Girl.,,,,
8253,6494,Got a Girl released a studio album in 2014.,,,,
8254,6494,The album's title is I Love You but I Must Drive Off This Cliff Now.,,,,
8256,2709,Beautiful topped the charts in Belgium.,3311,356,"3311,3311","356,356"
8258,2709,Beautiful topped the charts in Ireland.,3301,356,"3301,3311","356,356"
8259,2709,Beautiful topped the charts in New Zealand.,3301,356,"3301,3311","356,356"
8260,2709,Beautiful topped the charts in the United Kingdom.,3311,356,"3311,3311","356,356"
8262,2709,Beautiful was certified Gold in the United States.,3301,356,"3301,3311","356,356"
8263,2709,"500,000 units of Beautiful were shipped in the United States.",3211,356,"3211,3301","356,356"
8264,2709,"Bump, Bump, Bump by B2K featuring P. Diddy kept Beautiful from the number one spot on the Billboard Hot 100.",3311,356,"3311,3311","356,356"
8265,603,Rachel McAdams appeared in the comedy Morning Glory in 2010.,,,,
8266,603,Rachel McAdams had roles in the second season of True Detective.,,,,
8267,603,Rachel McAdams played journalist Sacha Pfeiffer in Spotlight.,,,,
8268,603,Rachel McAdams was nominated for the Academy Award for Best Supporting Actress for her performance in Spotlight.,,,,
8269,1101,Back to the Future Part II is a film.,,,,
8271,1101,Back to the Future Part II is an American film.,,,,
8272,1101,Back to the Future Part II is a science-fiction film.,,,,
8273,1101,Back to the Future Part II is an adventure film.,,,,
8274,1101,Back to the Future Part II is a comedy film.,,,,
8277,1101,Back to the Future Part II is a sequel.,,,,
8278,1101,Back to the Future Part II follows the 1985 film Back to the Future.,,,,
8279,1101,Back to the Future Part II is part of the Back to the Future trilogy.,,,,
8280,5489,Joe Rogan moved to New York City.,,,,
8281,5489,Joe Rogan relocated to Los Angeles in 1994.,,,,
8282,5489,Joe Rogan signed a developmental deal with Disney.,,,,
8283,5489,Joe Rogan appeared on the television sitcom Hardball.,,,,
8284,5489,Joe Rogan appeared on the television sitcom NewsRadio.,,,,
8285,5489,Joe Rogan worked in local comedy clubs.,,,,
8286,5489,Joe Rogan started working for the Ultimate Fighting Championship in 1997.,,,,
8287,5489,Joe Rogan has been a color commentator for the UFC since 2002.,,,,
8288,5489,Joe Rogan has been an interviewer for the UFC.,,,,
8289,933,Tiger Woods ended a winless streak of 107 weeks in December 2011.,,,,
8292,933,Tiger Woods was ranked No. 1 in golf after winning the Arnold Palmer Invitational in 2013.,,,,
8293,933,Tiger Woods held the No. 1 golf ranking until May 2014.,,,,
8296,933,Tiger Woods has struggled to regain his dominant form since his back surgeries.,,,,
8298,1787,Chester Bennington is an American musician.,,,,
8299,1787,Chester Bennington is a singer.,,,,
8300,1787,Chester Bennington is a songwriter.,,,,
8301,1787,Chester Bennington is an actor.,,,,
8302,1787,Chester Bennington was the lead vocalist of Linkin Park.,,,,
8303,1787,Chester Bennington was the lead vocalist of Dead by Sunrise.,,,,
8304,1787,Chester Bennington was the lead vocalist of Bucket of Weenies.,,,,
8305,2399,Beautiful is a song by Christina Aguilera.,,,,
8306,2399,"Beautiful was included on Christina Aguilera's fourth studio album, Stripped.",,,,
8307,2399,Beautiful was released as a single.,,,,
8309,4840,Gray Davis supported laws to ban assault weapons.,,,,
8310,4840,Gray Davis is credited with improving relations between California and Mexico.,,,,
8311,4840,Gray Davis began his tenure as governor with strong approval ratings.,,,,
8312,4840,Gray Davis's approval ratings declined during his tenure.,,,,
8313,4840,Voters blamed Gray Davis for the California electricity crisis.,,,,
8314,4840,Voters blamed Gray Davis for the California budget crisis.,,,,
8315,4840,The California budget crisis followed the bursting of the dot-com bubble.,,,,
8316,4840,Voters were alienated by Gray Davis's record-breaking fundraising efforts.,,,,
8317,4840,Voters were alienated by Gray Davis's negative campaigning.,,,,
8318,4147,Toy Story 3 is a 3D computer-animated film.,,,,
8319,4147,Toy Story 3 is a comedy-drama film.,,,,
8321,4147,Toy Story 3 is part of the Toy Story series.,,,,
8322,4147,Toy Story 3 is a sequel to Toy Story 2.,,,,
8323,4147,Toy Story 3 was produced by Pixar Animation Studios.,,,,
8324,4147,Toy Story 3 was released by Walt Disney Pictures.,,,,
8326,4147,Lee Unkrich was the editor of the first two Toy Story films.,,,,
8327,4147,Lee Unkrich was the co-director of Toy Story 2.,,,,
8328,4147,Michael Arndt wrote Toy Story 3.,,,,
8329,4147,Lee Unkrich wrote the story for Toy Story 3.,,,,
8330,4147,John Lasseter contributed to the story of Toy Story 3.,,,,
8331,4147,Andrew Stanton contributed to the story of Toy Story 3.,,,,
8332,4147,John Lasseter was the director of the first two Toy Story films.,,,,
8334,4134,The Singing Detective consists of six episodes.,,,,
8335,4134,"The episodes of The Singing Detective are titled 'Skin', 'Heat', 'Lovely Days', 'Clues', 'Pitter Patter', and 'Who Done It'.",,,,
8336,4134,The Singing Detective was broadcast in the United Kingdom.,,,,
8337,4134,The Singing Detective aired on BBC1.,,,,
8338,4134,The Singing Detective was broadcast in 1986.,,,,
8339,4134,The Singing Detective aired on Sunday nights.,,,,
8340,4134,The Singing Detective's UK broadcast started on 16 November 1986.,,,,
8341,4134,The Singing Detective's UK broadcast ended on 21 December 1986.,,,,
8342,4134,The Singing Detective was shown on PBS in the United States.,,,,
8343,4134,The Singing Detective was shown on cable television in the United States.,,,,
8344,4134,The Singing Detective won a Peabody Award.,,,,
8346,4800,Gilmore Girls is an American television series.,,,,
8347,4800,Gilmore Girls is a comedy-drama.,,,,
8350,4800,Alexis Bledel starred in Gilmore Girls.,,,,
8351,4800,Amy Sherman-Palladino served as an executive producer for Gilmore Girls.,,,,
8352,4800,Daniel Palladino served as an executive producer for Gilmore Girls.,,,,
8353,4800,David S. Rosenthal served as an executive producer for Gilmore Girls.,,,,
8354,4800,Gavin Polone served as an executive producer for Gilmore Girls.,,,,
8355,4800,"Gilmore Girls debuted on October 5, 2000.",,,,
8356,4800,Gilmore Girls originally aired on The WB.,,,,
8358,5213,Doctor Who series 10 is the third and final series overseen by the two executive producers.,,,,
8359,5213,Steven Moffat was the head writer for Doctor Who series 10.,,,,
8360,5213,Doctor Who series 10 is Steven Moffat's sixth and final series as head writer.,,,,
8361,5213,Doctor Who series 10 is the tenth series since the programme's revival in 2005.,,,,
8362,5213,Doctor Who series 10 is the thirty-sixth season overall.,,,,
8363,5213,Doctor Who series 10 was preceded by a Christmas special in December 2016.,,,,
8364,5213,The Christmas special preceding Doctor Who series 10 is titled 'The Return of Doctor Mysterio'.,,,,
8365,5213,Peter Capaldi stars as the Twelfth Doctor in Doctor Who series 10.,,,,
8366,5213,Doctor Who series 10 is the final series starring Peter Capaldi as the Twelfth Doctor.,,,,
8367,5213,The Doctor in Doctor Who is an alien Time Lord.,,,,
8368,5213,The Doctor in Doctor Who travels through time and space.,,,,
8369,5213,The Doctor's TARDIS appears to be a British police box on the outside.,,,,
8370,5213,Peter Capaldi announced he would be stepping down from the role after Doctor Who series 10 in January 2017.,,,,
8371,2474,Maurice Harold Macmillan was a British Conservative politician.,,,,
8372,2474,Maurice Harold Macmillan was a statesman.,,,,
8373,2474,Maurice Harold Macmillan served as the Prime Minister of the United Kingdom.,,,,
8374,2474,Maurice Harold Macmillan's term as Prime Minister began on 10 January 1957.,,,,
8375,2474,Maurice Harold Macmillan's term as Prime Minister ended on 19 October 1963.,,,,
8376,2474,Maurice Harold Macmillan was nicknamed 'Supermac'.,,,,
8377,2474,Maurice Harold Macmillan was known for his pragmatism.,,,,
8378,2474,Maurice Harold Macmillan was known for his wit.,,,,
8379,2474,Maurice Harold Macmillan was known for his unflappability.,,,,
8380,2905,The inhabitants of Seville are known as sevillanos.,,,,
8381,2905,The inhabitants of Seville are known as sevillanas.,,,,
8382,2905,The inhabitants of Seville are known as hispalenses.,,,,
8383,2905,Seville was known as Hispalis during the Roman period.,,,,
8384,2905,"Seville has a municipal population of about 703,000.",,,,
8385,2905,Seville has a metropolitan population of about 1.5 million.,,,,
8386,2905,Seville is the fourth-largest city in Spain.,,,,
8388,2905,Seville's Old Town has an area of 4 square kilometers.,,,,
8389,2905,Seville's Old Town contains three UNESCO World Heritage Sites.,,,,
8390,2905,The Alcázar palace complex is a UNESCO World Heritage Site in Seville.,,,,
8391,2905,The Cathedral is a UNESCO World Heritage Site in Seville.,,,,
8392,2905,The General Archive of the Indies is a UNESCO World Heritage Site in Seville.,,,,
8394,1416,Tiger Woods was ranked No. 1 in golf after winning the Arnold Palmer Invitational in 2013.,,,,
8395,1416,Tiger Woods held the No. 1 golf ranking until May 2014.,,,,
8398,1416,Tiger Woods has struggled to regain his dominant form after back surgeries.,,,,
8399,1416,"Tiger Woods fell to the 104th golf ranking by March 29, 2015.",,,,
8400,1416,"Tiger Woods was outside of the top 100 golf rankings for the first time since 1996 by March 29, 2015.",,,,
8401,6419,French Indochina was previously spelled as French Indo-China.,,,,
8402,6419,French Indochina is also known as Indochine française.,,,,
8403,6419,French Indochina is abbreviated to Đông Pháp in Vietnamese.,,,,
8404,6419,French Indochina was officially known as the Indochinese Union after 1887.,,,,
8405,6419,French Indochina was officially known as the Indochinese Federation after 1947.,,,,
8406,6419,French Indochina was a grouping of French colonial territories in Southeast Asia.,,,,
8407,6419,"French Indochina included the three Vietnamese regions of Tonkin, Annam, and Cochinchina.",,,,
8408,6419,French Indochina included Cambodia.,,,,
8409,6419,"Tonkin, Annam, and Cochinchina were grouped with Cambodia in 1887.",,,,
8410,4458,Tennis is a racket sport.,,,,
8411,4458,Tennis can be played individually against one opponent.,,,,
8412,4458,Tennis can be played between two teams of two players each.,,,,
8413,4458,Tennis players use a racket strung with cord.,,,,
8414,4458,Tennis involves striking a hollow rubber ball.,,,,
8415,4458,The ball in tennis is covered with felt.,,,,
8416,4458,Tennis is played over or around a net.,,,,
8417,4458,Tennis is played into the opponent's court.,,,,
8418,2903,Hulk was filmed primarily in the San Francisco Bay Area.,,,,
8419,2903,Hulk was filmed mostly in California.,,,,
8420,2903,Hulk grossed over $245 million worldwide.,,,,
